cnpj_basico,case_number,class_iii_face_sum,establishment_cnpjs,claim_count,debtor_name,stage,is_related_party,above_floor,band,doc_id,creditor_name_as_printed,flags,extracted_at,extracted_by
10842374,8005129-09.2023.8.05.0039,160996.26,10842374000108,1,e na falência,,,0,POOL,a0ae32a59c2928e385c610811f80949f98723486,MULTIPLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIA L,ROWS:p19r1|UNRECONCILED_SOURCE,2026-09-03T23:03:32Z,build
02435301,0804401-51.2025.8.14.0039,155266.23,02435301000416,1,SOJAL COMERCIA,,,0,POOL,c56751547323616443dc07ccc6d6c553539dec25,SIAGRI SISTEMAS DE GESTAO LTDA,ROWS:p2r8,2026-09-03T23:03:32Z,build
69915536,0000206-69.2013.8.17.1340,151663.31,69915536000133,1,AGROPECUÁRIA SERROTE REDONDO – LRF Líderes em Recuperação Judicial e Falência,,,0,POOL,7c0ce2830d0d7e22653dbd04dbb70cd8440069c6,JUAREZ DE OLIVEIRA M E,"ALT_VALUE:67.051,58|ROWS:p2r32",2026-09-03T23:03:32Z,build
12073848,0820780-23.2026.8.14.0301,151585.39,12073848000120,1,e mpresa,,,0,POOL,38d930ab1caa2c9562c2171db6bb7801de1f28e5,JC SOCCER TALENTS,PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p3r22,2026-09-03T23:03:32Z,build
52068491,0804204-35.2022.8.15.0731,135239.50,52068491000106,1,SECULAR COMERCIO CONSTRUÇÃO E REPRESENTAÇÃO LTDA,,,0,POOL,1355f93a13cd2722ee99a9ba39c71d079fe85ce0,SULPEÇAS COM E REPRES LTDA,ROWS:p2r10,2026-09-03T23:03:32Z,build
49698723,,131926.28,49698723000103,1,,,,0,POOL,6a92d74da333ce21f5461767626e7ff05b8f474a,M CASSAB COMERCIO E INDUSTRIA LTDA,CASE_NUMBER_MISSING|ROWS:p3r23,2026-09-03T23:03:32Z,build
07220874,0000206-69.2013.8.17.1340,131836.89,07220874000101,1,AGROPECUÁRIA SERROTE REDONDO – LRF Líderes em Recuperação Judicial e Falência,,,0,POOL,7c0ce2830d0d7e22653dbd04dbb70cd8440069c6,COMPANHIA DE ALIMENTOSDO NORDESTE CIALNE,"ALT_VALUE:131.836,89|ROWS:p1r27|VALUE_COL:Valor_Atualizado",2026-09-03T23:03:32Z,build
82165010,0301015-33.2016.8.24.0031,127861.62,82165010000141,1,e Extrajudicia,,,0,POOL,98f99945499b4824d14d0e34451a96945464b6ec,"MARTINS INDUSTRIA TEXTIL, CNPJ",ROWS:p3r12|UNRECONCILED_SOURCE,2026-09-03T23:03:32Z,build
28075236,8005129-09.2023.8.05.0039,126832.55,28075236000106,1,e na falência,,,0,POOL,a0ae32a59c2928e385c610811f80949f98723486,SOFISA RECEBÍVEIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADOS,ROWS:p10r3|UNRECONCILED_SOURCE,2026-09-03T23:03:32Z,build
29736901,0804204-35.2022.8.15.0731,120950.00,29736901000128,1,SECULAR COMERCIO CONSTRUÇÃO E REPRESENTAÇÃO LTDA,,,0,POOL,1355f93a13cd2722ee99a9ba39c71d079fe85ce0,PETROSTAR COMBUSTIVEIS LTDA,ROWS:p1r24,2026-09-03T23:03:32Z,build
03161388,,119306.11,03161388000109,1,,,,0,POOL,6a92d74da333ce21f5461767626e7ff05b8f474a,MASTERSENSE INGREDIENTES ALIMENTICIOS LTDA,CASE_NUMBER_MISSING|ROWS:p3r25,2026-09-03T23:03:32Z,build
60746948,0301015-33.2016.8.24.0031,111757.17,60746948000112,1,e Extrajudicia,,,0,POOL,98f99945499b4824d14d0e34451a96945464b6ec,"BANCO BRADESCO S/A, CNPJ",ROWS:p2r13|UNRECONCILED_SOURCE,2026-09-03T23:03:32Z,build
08888040,0804204-35.2022.8.15.0731,108000.00,08888040000123,1,SECULAR COMERCIO CONSTRUÇÃO E REPRESENTAÇÃO LTDA,,,0,POOL,1355f93a13cd2722ee99a9ba39c71d079fe85ce0,CP COMERCIAL S.A,ROWS:p1r10,2026-09-03T23:03:32Z,build
06974793,0804204-35.2022.8.15.0731,107850.00,06974793000126,1,SECULAR COMERCIO CONSTRUÇÃO E REPRESENTAÇÃO LTDA,,,0,POOL,1355f93a13cd2722ee99a9ba39c71d079fe85ce0,CAVALO MARINHO COMBUSTIVEIS PERNAMBUCO,ROWS:p1r8,2026-09-03T23:03:32Z,build
14724478,0008526-45.2025.8.17.2001,107500.00,14724478000179,1,E FALENCIA,,,0,POOL,1658892fa167d2330f5086c9fbc19999d00549f1,M.C. ARRUDA ADMINISTRADORA DE BENS S.A,ROWS:p5r57,2026-09-03T23:03:32Z,build
33069766,0000206-69.2013.8.17.1340,106991.72,33069766000343,1,AGROPECUÁRIA SERROTE REDONDO – LRF Líderes em Recuperação Judicial e Falência,,,0,POOL,7c0ce2830d0d7e22653dbd04dbb70cd8440069c6,CIA BRAS PETROLEO IPIRANGA,"ALT_VALUE:20.067,50|ROWS:p1r19|VALUE_COL:Valor_Atualizado",2026-09-03T23:03:32Z,build
91884981,0804401-51.2025.8.14.0039,103498.23,91884981000132,1,SOJAL COMERCIA,,,0,POOL,c56751547323616443dc07ccc6d6c553539dec25,BANCO JHON DEERE S.A,ROWS:p1r6,2026-09-03T23:03:32Z,build
34250750,0804401-51.2025.8.14.0039,103000.00,34250750000133,1,SOJAL COMERCIA,,,0,POOL,c56751547323616443dc07ccc6d6c553539dec25,CERES INVESTIMENTOS E CONSULTORIA LTDA,ROWS:p1r10,2026-09-03T23:03:32Z,build
14547859,0804204-35.2022.8.15.0731,100000.00,14547859000120,1,SECULAR COMERCIO CONSTRUÇÃO E REPRESENTAÇÃO LTDA,,,0,POOL,1355f93a13cd2722ee99a9ba39c71d079fe85ce0,PLANALTO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,ROWS:p2r2,2026-09-03T23:03:32Z,build
